,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
34326,24.0,male,Bachelor,33657.0,0,RENT,2441.0,EDUCATION,11.77,0.07,3.0,659,Yes,0
34327,25.0,female,High School,69256.0,0,RENT,1568.0,HOMEIMPROVEMENT,13.98,0.02,4.0,606,No,0
34328,42.0,male,High School,138627.0,16,RENT,3000.0,HOMEIMPROVEMENT,9.88,0.02,14.0,683,No,0
34329,25.0,male,High School,51659.0,3,RENT,8000.0,EDUCATION,11.0,0.15,4.0,620,Yes,0
34330,23.0,female,High School,29933.0,2,RENT,5000.0,VENTURE,10.56,0.17,4.0,564,Yes,0
34331,23.0,female,High School,181065.0,1,MORTGAGE,9591.0,DEBTCONSOLIDATION,7.46,0.05,3.0,563,Yes,0
34332,26.0,male,Bachelor,117255.0,2,MORTGAGE,12000.0,VENTURE,9.39,0.1,4.0,619,Yes,0
34333,27.0,female,High School,128256.0,3,MORTGAGE,4744.0,HOMEIMPROVEMENT,7.78,0.04,6.0,683,Yes,0
34334,25.0,male,High School,76633.0,1,MORTGAGE,3628.0,HOMEIMPROVEMENT,6.39,0.05,4.0,685,Yes,0
34335,26.0,male,High School,87259.0,3,MORTGAGE,1171.0,EDUCATION,13.77,0.01,4.0,543,Yes,0
34336,23.0,male,Associate,49102.0,0,MORTGAGE,6000.0,MEDICAL,12.68,0.12,4.0,678,Yes,0
34337,26.0,male,Bachelor,132804.0,2,RENT,12000.0,PERSONAL,7.89,0.09,2.0,558,Yes,0
34338,24.0,male,High School,91142.0,3,MORTGAGE,7500.0,EDUCATION,11.25,0.08,4.0,610,No,0
34339,43.0,female,Associate,54648.0,21,RENT,7000.0,EDUCATION,9.67,0.13,14.0,700,No,0
34340,25.0,female,Associate,64803.0,3,RENT,3000.0,MEDICAL,13.99,0.05,3.0,649,Yes,0
34341,24.0,male,High School,88733.0,4,RENT,5000.0,MEDICAL,9.5,0.06,2.0,539,Yes,0
34342,23.0,male,Associate,48622.0,0,RENT,6000.0,VENTURE,7.95,0.12,3.0,607,No,0
34343,26.0,male,Associate,70842.0,2,MORTGAGE,2774.0,EDUCATION,12.44,0.04,6.0,656,Yes,0
34344,30.0,female,Bachelor,64832.0,8,RENT,15000.0,PERSONAL,9.08,0.23,10.0,637,Yes,0
34345,29.0,female,Master,126864.0,5,MORTGAGE,12000.0,VENTURE,6.82,0.09,8.0,613,Yes,0
34346,25.0,male,Bachelor,79099.0,2,RENT,4800.0,HOMEIMPROVEMENT,9.46,0.06,4.0,682,Yes,0
34347,31.0,female,High School,145061.0,6,RENT,12000.0,VENTURE,11.0,0.08,6.0,591,No,0
34348,29.0,female,Bachelor,89451.0,5,RENT,1993.0,DEBTCONSOLIDATION,7.54,0.02,7.0,683,No,0
34349,27.0,male,High School,123495.0,1,MORTGAGE,15000.0,HOMEIMPROVEMENT,12.84,0.12,8.0,615,Yes,0
34350,32.0,female,Associate,47046.0,5,RENT,9345.0,VENTURE,12.3,0.2,5.0,540,Yes,0
34351,27.0,female,Master,70438.0,7,RENT,7262.0,EDUCATION,11.42,0.1,6.0,737,No,0
34352,41.0,female,High School,67156.0,19,MORTGAGE,4000.0,PERSONAL,7.55,0.06,11.0,623,No,0
34353,24.0,male,Associate,54639.0,0,OWN,4704.0,EDUCATION,10.63,0.09,2.0,617,Yes,0
34354,24.0,male,High School,60838.0,5,RENT,8000.0,EDUCATION,7.96,0.13,4.0,560,Yes,0
34355,32.0,female,Master,51166.0,7,RENT,8091.0,MEDICAL,15.52,0.16,9.0,635,Yes,0
34356,23.0,female,Bachelor,24652.0,0,RENT,1639.0,DEBTCONSOLIDATION,7.74,0.07,3.0,673,No,0
34357,25.0,male,High School,102814.0,0,MORTGAGE,7688.0,DEBTCONSOLIDATION,11.09,0.07,6.0,654,No,0
34358,34.0,male,Bachelor,216927.0,10,MORTGAGE,12965.0,DEBTCONSOLIDATION,9.31,0.06,8.0,707,No,0
34359,21.0,male,Associate,72778.0,0,MORTGAGE,6000.0,EDUCATION,6.91,0.08,4.0,680,Yes,0
34360,27.0,male,Bachelor,56618.0,6,RENT,2500.0,DEBTCONSOLIDATION,14.39,0.04,4.0,575,No,0
34361,30.0,male,High School,85040.0,10,MORTGAGE,10750.0,EDUCATION,13.57,0.13,11.0,609,Yes,0
34362,32.0,female,High School,40620.0,12,RENT,9172.0,EDUCATION,7.89,0.23,9.0,642,Yes,0
34363,36.0,male,Master,58916.0,9,RENT,11000.0,MEDICAL,9.56,0.19,12.0,697,Yes,0
34364,27.0,female,Master,60948.0,5,MORTGAGE,15000.0,EDUCATION,9.9,0.25,4.0,695,Yes,0
34365,23.0,male,Master,67877.0,0,RENT,9000.0,HOMEIMPROVEMENT,10.94,0.13,3.0,686,Yes,0
34366,23.0,male,Bachelor,66788.0,0,RENT,4000.0,MEDICAL,9.32,0.06,3.0,628,Yes,0
34367,23.0,male,Associate,94691.0,0,MORTGAGE,1196.0,EDUCATION,10.08,0.01,4.0,584,Yes,0
34368,35.0,female,High School,42993.0,8,RENT,8000.0,EDUCATION,11.29,0.19,11.0,577,Yes,0
34369,26.0,male,Bachelor,101695.0,0,RENT,15000.0,MEDICAL,9.58,0.15,4.0,531,Yes,0
34370,25.0,female,Bachelor,54845.0,3,RENT,3000.0,MEDICAL,6.18,0.05,4.0,571,Yes,0
34371,24.0,female,Associate,111575.0,2,MORTGAGE,24380.0,VENTURE,11.3,0.22,4.0,649,Yes,0
34372,27.0,male,Master,79945.0,4,RENT,8212.0,HOMEIMPROVEMENT,15.69,0.1,7.0,639,No,0
34373,39.0,female,High School,29843.0,16,OWN,7650.0,PERSONAL,12.49,0.26,12.0,600,Yes,0
34374,33.0,male,Master,44190.0,9,MORTGAGE,7000.0,HOMEIMPROVEMENT,11.69,0.16,9.0,574,Yes,0
34375,25.0,male,High School,78800.0,5,MORTGAGE,11432.0,PERSONAL,10.49,0.15,4.0,590,No,0
34376,29.0,male,Master,112670.0,5,MORTGAGE,5554.0,MEDICAL,10.91,0.05,7.0,600,Yes,0
34377,24.0,female,Bachelor,38101.0,0,RENT,7000.0,EDUCATION,15.66,0.18,4.0,649,No,0
34378,31.0,male,Bachelor,75550.0,6,MORTGAGE,6000.0,MEDICAL,12.6,0.08,6.0,614,No,0
34379,23.0,male,High School,65686.0,3,MORTGAGE,7000.0,MEDICAL,8.29,0.11,4.0,654,No,0
34380,23.0,male,Associate,29928.0,1,RENT,4500.0,MEDICAL,12.0,0.15,4.0,622,No,0
34381,29.0,female,Associate,49619.0,4,MORTGAGE,6000.0,EDUCATION,8.18,0.12,8.0,605,Yes,0
34382,24.0,male,High School,90893.0,0,MORTGAGE,8000.0,EDUCATION,14.61,0.09,3.0,664,Yes,0
34383,26.0,male,Associate,120531.0,6,RENT,20000.0,HOMEIMPROVEMENT,12.95,0.17,4.0,508,Yes,0
34384,27.0,female,Bachelor,166382.0,4,MORTGAGE,5000.0,EDUCATION,8.19,0.03,5.0,531,Yes,0
34385,30.0,male,Associate,107657.0,9,RENT,7123.0,EDUCATION,9.3,0.07,9.0,536,Yes,0
34386,26.0,male,High School,186018.0,1,MORTGAGE,22136.0,PERSONAL,13.38,0.12,3.0,655,Yes,0
34387,23.0,male,Bachelor,60817.0,1,MORTGAGE,10000.0,VENTURE,11.51,0.16,4.0,704,Yes,0
34388,27.0,male,Associate,123816.0,7,MORTGAGE,25000.0,PERSONAL,10.98,0.2,3.0,629,No,0
34389,24.0,female,High School,59849.0,3,RENT,5000.0,MEDICAL,13.79,0.08,4.0,652,No,0
34390,23.0,female,High School,111677.0,2,RENT,6887.0,VENTURE,12.23,0.06,4.0,577,Yes,0
34391,41.0,male,Associate,35385.0,20,RENT,5000.0,VENTURE,7.52,0.14,13.0,649,Yes,0
34392,25.0,male,Associate,44141.0,1,MORTGAGE,2000.0,VENTURE,15.19,0.05,3.0,692,Yes,0
34393,32.0,female,Associate,168777.0,6,MORTGAGE,25000.0,HOMEIMPROVEMENT,15.65,0.15,10.0,626,Yes,0
34394,40.0,male,High School,66819.0,14,MORTGAGE,11714.0,EDUCATION,8.55,0.18,14.0,572,Yes,0
34395,34.0,female,High School,36874.0,10,MORTGAGE,4000.0,MEDICAL,10.7,0.11,6.0,564,Yes,0
34396,36.0,male,Associate,73931.0,11,MORTGAGE,1046.0,DEBTCONSOLIDATION,9.66,0.01,12.0,639,No,0
34397,44.0,female,Master,63318.0,19,OWN,9600.0,EDUCATION,8.69,0.15,15.0,641,No,0
34398,26.0,male,Bachelor,68636.0,2,RENT,12000.0,DEBTCONSOLIDATION,10.88,0.17,6.0,586,Yes,0
34399,32.0,female,Associate,57682.0,7,RENT,3369.0,EDUCATION,9.82,0.06,9.0,692,Yes,0
34400,26.0,male,High School,132366.0,3,MORTGAGE,6000.0,EDUCATION,7.88,0.05,3.0,647,Yes,0
34401,29.0,female,Associate,96963.0,7,MORTGAGE,16000.0,HOMEIMPROVEMENT,12.07,0.17,7.0,647,Yes,0
34402,37.0,female,Associate,58791.0,14,RENT,7500.0,MEDICAL,16.29,0.13,13.0,654,No,0
34403,28.0,female,Associate,217122.0,8,MORTGAGE,14339.0,MEDICAL,10.24,0.07,5.0,583,No,0
34404,23.0,male,Master,94501.0,1,RENT,9600.0,DEBTCONSOLIDATION,12.82,0.1,5.0,547,Yes,0
34405,22.0,male,High School,79210.0,0,MORTGAGE,5000.0,EDUCATION,9.37,0.06,4.0,592,No,0
34406,28.0,male,Master,143018.0,6,MORTGAGE,25000.0,HOMEIMPROVEMENT,12.07,0.17,6.0,621,Yes,0
34407,28.0,male,Bachelor,69637.0,5,RENT,7562.0,PERSONAL,13.22,0.11,5.0,637,Yes,0
34408,24.0,female,Bachelor,63570.0,1,MORTGAGE,5000.0,PERSONAL,8.99,0.08,2.0,576,Yes,0
34409,23.0,female,Associate,44045.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.18,0.23,4.0,579,Yes,0
34410,27.0,female,Bachelor,30960.0,4,RENT,6000.0,MEDICAL,8.37,0.19,5.0,593,Yes,0
34411,27.0,male,Bachelor,96876.0,5,RENT,9000.0,EDUCATION,12.17,0.09,8.0,514,Yes,0
34412,41.0,male,Associate,97037.0,17,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.85,0.1,13.0,596,Yes,0
34413,24.0,male,Associate,50084.0,0,RENT,2000.0,VENTURE,6.86,0.04,5.0,562,Yes,0
34414,24.0,female,Master,101659.0,3,MORTGAGE,20000.0,EDUCATION,11.18,0.2,4.0,662,No,0
34415,27.0,male,Associate,87603.0,1,RENT,12000.0,MEDICAL,13.72,0.14,6.0,620,Yes,0
34416,23.0,female,Master,85017.0,4,MORTGAGE,20000.0,PERSONAL,11.35,0.24,2.0,597,Yes,0
34417,33.0,female,Associate,44087.0,9,RENT,5000.0,VENTURE,9.14,0.11,10.0,683,Yes,0
34418,26.0,male,Associate,241073.0,2,MORTGAGE,12000.0,MEDICAL,11.71,0.05,2.0,687,No,0
34419,23.0,female,High School,109266.0,0,RENT,2499.0,VENTURE,13.22,0.02,3.0,659,No,0
34420,32.0,female,High School,156659.0,9,MORTGAGE,9000.0,HOMEIMPROVEMENT,10.36,0.06,8.0,551,Yes,0
34421,34.0,female,Bachelor,99814.0,11,MORTGAGE,5000.0,PERSONAL,9.24,0.05,9.0,671,Yes,0
34422,34.0,male,Master,58893.0,12,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.48,0.08,10.0,625,Yes,0
34423,26.0,female,High School,67149.0,4,MORTGAGE,10000.0,VENTURE,6.99,0.15,3.0,617,Yes,0
34424,25.0,male,Associate,48998.0,0,RENT,1483.0,MEDICAL,14.04,0.03,3.0,681,No,0
34425,38.0,male,Associate,132810.0,13,MORTGAGE,16000.0,VENTURE,6.14,0.12,13.0,596,Yes,0
34426,28.0,male,Associate,94342.0,2,RENT,18000.0,EDUCATION,9.66,0.19,4.0,592,Yes,0
34427,23.0,female,Associate,97051.0,1,MORTGAGE,6000.0,PERSONAL,7.57,0.06,3.0,670,Yes,0
34428,27.0,female,High School,85036.0,6,MORTGAGE,25000.0,PERSONAL,10.38,0.29,7.0,685,No,0
34429,25.0,male,Bachelor,72979.0,2,MORTGAGE,12000.0,EDUCATION,13.11,0.16,3.0,668,No,0
34430,25.0,male,Master,57718.0,4,RENT,3000.0,PERSONAL,7.93,0.05,4.0,648,Yes,0
34431,33.0,male,Bachelor,46888.0,9,MORTGAGE,10000.0,VENTURE,9.97,0.21,10.0,639,Yes,0
34432,26.0,male,High School,156867.0,1,MORTGAGE,7132.0,EDUCATION,9.01,0.05,3.0,591,No,0
34433,32.0,male,Master,65679.0,8,MORTGAGE,3777.0,PERSONAL,9.31,0.06,7.0,658,Yes,0
34434,25.0,male,Associate,75569.0,4,RENT,1557.0,EDUCATION,10.14,0.02,4.0,638,Yes,0
34435,33.0,female,Bachelor,111986.0,11,MORTGAGE,13038.0,DEBTCONSOLIDATION,8.5,0.12,7.0,690,No,0
34436,23.0,female,High School,73038.0,0,RENT,13201.0,PERSONAL,8.49,0.18,4.0,646,No,0
34437,26.0,female,High School,61039.0,1,RENT,7000.0,VENTURE,10.01,0.11,2.0,531,Yes,0
34438,42.0,female,Bachelor,119537.0,21,MORTGAGE,4943.0,VENTURE,13.76,0.04,14.0,712,No,0
34439,28.0,female,Associate,76373.0,3,MORTGAGE,25000.0,EDUCATION,12.63,0.33,6.0,597,No,0
34440,26.0,male,High School,44341.0,3,RENT,7000.0,PERSONAL,12.18,0.16,6.0,645,No,0
34441,29.0,female,High School,115945.0,4,RENT,7000.0,VENTURE,6.71,0.06,9.0,544,Yes,0
34442,44.0,female,High School,85343.0,25,RENT,9504.0,EDUCATION,14.13,0.11,14.0,678,Yes,0
34443,39.0,male,Bachelor,46955.0,15,RENT,6970.0,MEDICAL,8.08,0.15,13.0,691,Yes,0
34444,24.0,male,Associate,102848.0,0,RENT,16000.0,VENTURE,6.19,0.16,3.0,657,No,0
34445,23.0,female,High School,54847.0,1,MORTGAGE,5000.0,VENTURE,7.43,0.09,4.0,576,Yes,0
34446,26.0,female,Bachelor,57896.0,4,RENT,12134.0,MEDICAL,9.84,0.21,4.0,590,Yes,0
34447,23.0,male,Associate,100879.0,0,RENT,10400.0,EDUCATION,11.8,0.1,3.0,657,Yes,0
34448,30.0,female,Bachelor,48927.0,6,RENT,7500.0,MEDICAL,12.36,0.15,7.0,644,No,0
34449,25.0,female,Master,118676.0,0,MORTGAGE,10000.0,VENTURE,9.23,0.08,7.0,671,Yes,0
34450,25.0,female,High School,117288.0,5,MORTGAGE,8000.0,EDUCATION,11.29,0.07,4.0,632,Yes,0
34451,22.0,female,High School,61120.0,0,MORTGAGE,15000.0,PERSONAL,6.53,0.25,4.0,548,No,0
34452,23.0,female,High School,40727.0,0,RENT,5000.0,EDUCATION,12.44,0.12,3.0,540,Yes,0
34453,33.0,male,Bachelor,79040.0,10,RENT,8756.0,EDUCATION,6.84,0.11,11.0,707,Yes,0
34454,30.0,male,Master,53642.0,5,MORTGAGE,14740.0,PERSONAL,10.08,0.27,10.0,700,No,0
34455,29.0,female,Associate,72858.0,5,MORTGAGE,23558.0,VENTURE,12.46,0.32,6.0,649,No,0
34456,32.0,female,Associate,36438.0,5,RENT,6000.0,VENTURE,11.71,0.16,9.0,570,Yes,0
34457,29.0,male,Bachelor,45161.0,4,RENT,9000.0,MEDICAL,9.91,0.2,6.0,697,Yes,0
34458,23.0,male,Associate,60902.0,3,RENT,12500.0,DEBTCONSOLIDATION,8.28,0.21,2.0,691,No,0
34459,33.0,male,Bachelor,67415.0,14,RENT,10839.0,VENTURE,9.44,0.16,8.0,696,Yes,0
34460,33.0,male,Bachelor,97032.0,11,MORTGAGE,8000.0,VENTURE,20.0,0.08,6.0,638,Yes,0
34461,41.0,female,High School,159629.0,20,MORTGAGE,7802.0,PERSONAL,11.03,0.05,17.0,641,Yes,0
34462,41.0,female,Associate,72980.0,21,MORTGAGE,3841.0,EDUCATION,12.77,0.05,14.0,622,Yes,0
34463,26.0,male,Bachelor,45468.0,3,RENT,7000.0,PERSONAL,7.42,0.15,6.0,626,Yes,0
34464,24.0,male,Associate,117052.0,0,RENT,16013.0,VENTURE,6.61,0.14,3.0,651,Yes,0
34465,23.0,male,Associate,60939.0,0,RENT,10000.0,EDUCATION,11.48,0.16,3.0,658,Yes,0
34466,24.0,male,Associate,54944.0,1,RENT,11221.0,PERSONAL,10.09,0.2,3.0,584,Yes,0
34467,25.0,male,Bachelor,51521.0,0,RENT,1936.0,VENTURE,6.6,0.04,4.0,616,Yes,0
34468,29.0,female,Bachelor,87388.0,6,RENT,8000.0,DEBTCONSOLIDATION,9.73,0.09,9.0,679,No,0
34469,36.0,female,Associate,57806.0,14,RENT,10000.0,VENTURE,13.62,0.17,13.0,590,Yes,0
34470,30.0,female,Bachelor,72965.0,9,MORTGAGE,5000.0,EDUCATION,16.47,0.07,8.0,641,Yes,0
34471,24.0,female,Master,58399.0,0,RENT,7000.0,MEDICAL,9.38,0.12,4.0,664,Yes,0
34472,26.0,male,Associate,155608.0,1,MORTGAGE,33800.0,EDUCATION,11.05,0.22,5.0,698,No,0
34473,31.0,male,Master,72573.0,8,RENT,15000.0,MEDICAL,14.22,0.21,10.0,626,No,0
34474,28.0,male,Bachelor,67064.0,7,RENT,12000.0,HOMEIMPROVEMENT,10.59,0.18,8.0,642,No,0
34475,24.0,male,High School,301083.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,8.78,0.02,5.0,628,Yes,0
34476,43.0,male,Associate,117911.0,24,MORTGAGE,24000.0,VENTURE,10.99,0.2,14.0,726,No,0
34477,24.0,female,Associate,29527.0,3,OWN,2500.0,MEDICAL,11.1,0.08,3.0,638,Yes,0
34478,27.0,female,Master,72030.0,3,MORTGAGE,6000.0,EDUCATION,8.95,0.08,5.0,536,Yes,0
34479,23.0,female,Associate,51527.0,0,RENT,10513.0,DEBTCONSOLIDATION,14.46,0.2,3.0,531,Yes,0
34480,27.0,female,Bachelor,25047.0,4,RENT,4000.0,EDUCATION,12.05,0.16,5.0,664,No,0
34481,30.0,female,Associate,96728.0,7,MORTGAGE,20000.0,EDUCATION,8.58,0.21,11.0,547,Yes,0
34482,27.0,male,High School,64342.0,3,MORTGAGE,6000.0,EDUCATION,7.93,0.09,6.0,517,Yes,0
34483,23.0,male,High School,94750.0,0,MORTGAGE,15000.0,PERSONAL,11.69,0.16,4.0,558,No,0
34484,23.0,male,High School,80627.0,2,MORTGAGE,8501.0,EDUCATION,11.0,0.11,3.0,551,Yes,0
34485,22.0,male,Master,42929.0,0,OWN,4000.0,VENTURE,7.33,0.09,3.0,698,Yes,0
34486,24.0,female,Associate,98030.0,0,MORTGAGE,3082.0,EDUCATION,10.41,0.03,3.0,643,Yes,0
34487,23.0,male,High School,73126.0,0,MORTGAGE,20000.0,EDUCATION,7.85,0.27,3.0,418,Yes,0
34488,32.0,female,Associate,151070.0,11,RENT,3000.0,EDUCATION,11.75,0.02,10.0,575,Yes,0
34489,34.0,female,Bachelor,26733.0,11,RENT,1463.0,MEDICAL,11.08,0.05,10.0,673,No,0
34490,31.0,female,Associate,110321.0,7,MORTGAGE,15000.0,MEDICAL,9.87,0.14,8.0,650,No,0
34491,24.0,male,Associate,51296.0,0,RENT,4800.0,DEBTCONSOLIDATION,12.04,0.09,4.0,527,Yes,0
34492,27.0,male,Associate,81182.0,3,RENT,8040.0,VENTURE,13.12,0.1,8.0,645,No,0
34493,25.0,female,High School,79202.0,3,RENT,8537.0,EDUCATION,7.58,0.11,3.0,637,Yes,0
34494,28.0,male,Master,71773.0,6,MORTGAGE,14017.0,VENTURE,10.39,0.2,7.0,583,Yes,0
34495,22.0,female,Master,72934.0,0,MORTGAGE,10000.0,MEDICAL,11.12,0.14,4.0,715,No,0
34496,29.0,male,Bachelor,360724.0,4,MORTGAGE,24109.0,EDUCATION,15.72,0.07,7.0,644,No,0
34497,28.0,male,Associate,73170.0,3,RENT,3000.0,DEBTCONSOLIDATION,11.27,0.04,5.0,710,Yes,0
34498,29.0,female,Bachelor,62121.0,9,RENT,6000.0,MEDICAL,7.1,0.1,10.0,606,Yes,0
34499,23.0,female,Master,127089.0,2,RENT,7200.0,MEDICAL,7.74,0.06,4.0,621,No,0
34500,24.0,male,Master,97134.0,1,MORTGAGE,35000.0,PERSONAL,11.01,0.36,5.0,701,No,0
34501,25.0,female,Associate,49087.0,1,RENT,3600.0,MEDICAL,7.49,0.07,4.0,600,Yes,0
34502,25.0,male,High School,59807.0,3,MORTGAGE,24619.0,HOMEIMPROVEMENT,12.87,0.41,3.0,673,No,0
34503,23.0,male,Associate,93257.0,0,RENT,13764.0,EDUCATION,11.04,0.15,5.0,623,Yes,0
34504,24.0,female,Associate,135246.0,0,RENT,6186.0,DEBTCONSOLIDATION,8.38,0.05,4.0,565,Yes,0
34505,26.0,male,High School,72957.0,1,RENT,8000.0,VENTURE,11.97,0.11,4.0,696,No,0
34506,27.0,male,Associate,42830.0,4,RENT,7000.0,VENTURE,12.69,0.16,5.0,643,Yes,0
34507,28.0,male,Bachelor,165004.0,2,MORTGAGE,3024.0,VENTURE,10.89,0.02,3.0,662,Yes,0
34508,29.0,female,Bachelor,42837.0,2,MORTGAGE,9581.0,PERSONAL,12.93,0.22,8.0,695,Yes,0
34509,23.0,male,High School,64827.0,1,MORTGAGE,5000.0,PERSONAL,9.98,0.08,3.0,638,Yes,0
34510,22.0,male,Associate,57061.0,0,RENT,12000.0,MEDICAL,13.32,0.21,3.0,600,Yes,0
34511,32.0,male,Associate,54817.0,8,RENT,8000.0,MEDICAL,12.89,0.15,8.0,633,Yes,0
34512,25.0,female,Bachelor,46498.0,2,RENT,6000.0,EDUCATION,11.56,0.13,2.0,693,Yes,0
34513,22.0,female,High School,109820.0,1,MORTGAGE,20000.0,HOMEIMPROVEMENT,10.46,0.18,3.0,615,Yes,0
34514,25.0,female,Bachelor,78750.0,2,MORTGAGE,15000.0,VENTURE,10.85,0.19,4.0,595,No,0
34515,44.0,female,Associate,58560.0,20,MORTGAGE,17500.0,PERSONAL,12.18,0.3,12.0,689,Yes,0
34516,28.0,male,Associate,33290.0,3,OWN,4308.0,VENTURE,6.05,0.13,7.0,562,Yes,0
34517,28.0,female,High School,18028.0,6,RENT,1029.0,MEDICAL,11.02,0.06,9.0,535,Yes,0
34518,25.0,male,Bachelor,39577.0,1,RENT,4500.0,PERSONAL,7.39,0.11,2.0,714,Yes,0
34519,22.0,male,Bachelor,75789.0,0,MORTGAGE,5000.0,VENTURE,9.45,0.07,4.0,707,No,0
34520,26.0,male,Bachelor,98739.0,0,RENT,5730.0,HOMEIMPROVEMENT,6.61,0.06,4.0,657,No,0
34521,24.0,female,Bachelor,96803.0,1,RENT,12000.0,EDUCATION,12.46,0.12,3.0,629,Yes,0
34522,25.0,female,Bachelor,76739.0,3,RENT,3873.0,EDUCATION,11.84,0.05,4.0,612,Yes,0
34523,27.0,male,Associate,86005.0,2,RENT,9879.0,MEDICAL,11.49,0.11,5.0,643,Yes,0
34524,26.0,female,High School,139778.0,4,RENT,3163.0,HOMEIMPROVEMENT,15.73,0.02,4.0,583,Yes,0
34525,23.0,female,Bachelor,73220.0,0,RENT,5468.0,HOMEIMPROVEMENT,7.75,0.07,3.0,623,No,0
34526,26.0,female,High School,25949.0,2,RENT,5000.0,PERSONAL,15.48,0.19,5.0,675,Yes,0
34527,24.0,male,Associate,96849.0,0,RENT,10000.0,EDUCATION,12.43,0.1,3.0,596,Yes,0
34528,32.0,male,Bachelor,75418.0,7,MORTGAGE,3660.0,EDUCATION,6.7,0.05,8.0,597,Yes,0
34529,25.0,female,Bachelor,241222.0,0,MORTGAGE,15141.0,EDUCATION,10.98,0.06,4.0,564,Yes,0
34530,28.0,male,Bachelor,30923.0,6,RENT,1600.0,MEDICAL,12.57,0.05,5.0,642,Yes,0
34531,28.0,male,Master,46988.0,5,RENT,6000.0,DEBTCONSOLIDATION,10.46,0.13,8.0,636,Yes,0
34532,24.0,male,Master,112841.0,0,MORTGAGE,2000.0,EDUCATION,10.33,0.02,4.0,709,Yes,0
34533,23.0,male,High School,45574.0,2,RENT,10000.0,DEBTCONSOLIDATION,9.79,0.22,3.0,676,Yes,0
34534,22.0,male,Master,114507.0,0,MORTGAGE,20000.0,EDUCATION,11.16,0.17,3.0,727,No,0
34535,26.0,male,Associate,122142.0,1,MORTGAGE,16493.0,DEBTCONSOLIDATION,9.77,0.14,3.0,567,No,0
34536,24.0,female,High School,65750.0,3,MORTGAGE,5000.0,PERSONAL,8.16,0.08,3.0,658,No,0
34537,25.0,male,High School,144741.0,2,MORTGAGE,8468.0,DEBTCONSOLIDATION,5.94,0.06,5.0,657,No,0
34538,25.0,female,Bachelor,145000.0,2,MORTGAGE,20569.0,HOMEIMPROVEMENT,14.06,0.14,3.0,671,Yes,0
34539,34.0,female,Associate,79622.0,14,MORTGAGE,19000.0,MEDICAL,11.8,0.24,7.0,673,Yes,0
34540,23.0,male,Bachelor,169335.0,1,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.04,0.06,3.0,584,Yes,0
34541,26.0,male,Bachelor,129790.0,4,MORTGAGE,1603.0,EDUCATION,12.76,0.01,4.0,560,Yes,0
34542,22.0,male,Associate,43979.0,1,MORTGAGE,12335.0,MEDICAL,10.64,0.28,4.0,682,No,0
34543,29.0,female,High School,76835.0,7,RENT,6238.0,HOMEIMPROVEMENT,9.27,0.08,8.0,619,No,0
34544,37.0,male,Associate,48961.0,17,RENT,9600.0,VENTURE,11.15,0.2,10.0,698,Yes,0
34545,28.0,female,High School,110593.0,5,RENT,4997.0,EDUCATION,13.5,0.05,11.0,557,No,0
34546,35.0,female,High School,65677.0,12,MORTGAGE,2000.0,HOMEIMPROVEMENT,6.71,0.03,12.0,708,No,0
34547,29.0,female,High School,81318.0,10,RENT,8032.0,VENTURE,13.35,0.1,9.0,657,Yes,0
34548,37.0,male,High School,111511.0,14,RENT,20000.0,PERSONAL,14.55,0.18,15.0,674,Yes,0
34549,26.0,female,Bachelor,120579.0,3,MORTGAGE,8000.0,MEDICAL,11.39,0.07,5.0,701,No,0
34550,33.0,male,Associate,156700.0,9,MORTGAGE,13000.0,PERSONAL,12.17,0.08,10.0,599,Yes,0
34551,25.0,male,Associate,65691.0,1,RENT,1400.0,EDUCATION,6.73,0.02,5.0,624,Yes,0
34552,24.0,female,High School,67052.0,1,RENT,9000.0,VENTURE,14.35,0.13,3.0,636,Yes,0
34553,32.0,male,Associate,39496.0,8,RENT,7200.0,MEDICAL,12.95,0.18,5.0,662,Yes,0
34554,32.0,male,High School,82210.0,11,RENT,20000.0,HOMEIMPROVEMENT,11.49,0.24,5.0,670,Yes,0
34555,27.0,male,Associate,169139.0,4,RENT,9000.0,VENTURE,6.34,0.05,8.0,581,Yes,0
34556,26.0,male,Bachelor,46918.0,1,MORTGAGE,3916.0,MEDICAL,8.59,0.08,3.0,660,No,0
34557,30.0,male,High School,121948.0,5,RENT,7632.0,DEBTCONSOLIDATION,12.9,0.06,5.0,712,No,0
34558,32.0,male,Associate,132712.0,10,MORTGAGE,10800.0,VENTURE,10.1,0.08,10.0,608,No,0
34559,23.0,female,Associate,79099.0,0,RENT,5000.0,EDUCATION,12.02,0.06,3.0,524,Yes,0
34560,29.0,female,Master,87310.0,8,RENT,9000.0,EDUCATION,13.05,0.1,5.0,696,Yes,0
34561,30.0,female,Bachelor,33367.0,11,OWN,5800.0,MEDICAL,7.94,0.17,8.0,670,No,0
34562,25.0,male,Bachelor,100540.0,3,MORTGAGE,10000.0,EDUCATION,8.09,0.1,4.0,675,Yes,0
